Sexo,Edad,cluster,Q1,Q2,Q3,variable,value,factor,tf,type_id,jitter_type,jitter_value
Male,18,1,Si,Si,No,Q14,4,PEX,Internal,1,1.0674117272333814,4.233285787231529
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.9745653399153487,3.7682549381689316
Female,18,1,Si,Si,Si,Q14,5,PEX,Internal,1,1.0744022029832365,5.063916578177736
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.9164045491322115,3.0137518253762163
Female,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.0664963659130198,3.7663853326093752
Male,18,0,SI,Si,No,Q14,3,PEX,Internal,1,1.241548170888482,2.9574898012078865
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.912611854164433,3.0679677960165743
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.9518194242702336,3.9223569975957906
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.9889587938910247,3.8309515460018186
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.8143574871399744,4.192474004242207
Female,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.822320892401144,4.032179957942272
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.8232780474412464,3.137916738516742
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.9542210788143162,3.889218118890577
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.78798918284655,2.907501884340056
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.0706121345303303,4.198484664738765
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.1106332477421774,3.757046187980176
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.7773698252019594,2.773911717590895
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,1.0427368273839388,2.8064247257070916
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,1.0596005332057985,3.1278894353524502
Female,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.0713759694382705,5.027275682967299
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.8993542949299946,3.0621831421701193
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,0.9196129200274066,4.799705156095692
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.1605416963925357,3.844073764091366
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.7838956118827571,3.064526479074494
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.148948177400906,5.128259088145659
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.1532588000735151,3.8220923356820844
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.2177977906922173,5.160610895394119
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.0963093764770184,4.911331896588116
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.076788872961326,4.012847194993215
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.2076265638777341,4.891855494158111
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,0.9482841963658362,5.2443930572605915
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,0.804764569720795,4.087953895564859
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,0.940052634264523,5.176770998790415
Male,18,0,Si,Si,Si,Q14,4,PEX,Internal,1,1.1212765542471739,3.7755670174980605
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,0.9628138608476684,4.894602214879358
Male,18,0,Si,Si,Si,Q14,3,PEX,Internal,1,0.9380112695699101,3.239013550880229
Male,18,0,Si,Si,Si,Q14,5,PEX,Internal,1,1.113246306779549,5.107346134548687
Male,19,1,Si,Si,Si,Q14,4,PEX,Internal,1,1.2120321577233968,4.0469353201371066
Female,19,1,Si,Si,No,Q14,4,PEX,Internal,1,0.9406752412279573,3.9354890496399424
